frame.len,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.flags.push,tcp.flags.syn,src,dst,label
74,6,33558,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33558,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33548,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33548,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33548,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
142,6,33558,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33558,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33572,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33572,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
142,6,33572,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33572,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33558,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33558,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33558,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33572,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33572,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33572,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
439,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
464,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
60,6,63405,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,63405,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
74,6,45316,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45316,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45316,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45316,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45318,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45318,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45318,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45318,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45328,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45316,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45328,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45316,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45316,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45318,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45318,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
142,6,45328,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45328,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45344,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45318,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45344,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
74,6,33588,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33588,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,45328,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45328,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45328,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
142,6,33588,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33588,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33602,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33602,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
142,6,45344,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45344,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45358,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45358,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,33602,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33602,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33606,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33606,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,45344,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45344,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45344,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,33588,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33588,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33588,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
142,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
142,6,45358,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45358,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
60,6,19583,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
142,6,33606,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33606,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33616,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,19583,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45358,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45358,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45358,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,33616,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33602,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33602,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33602,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
405,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33606,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33606,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33606,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
142,6,33616,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33616,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33628,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33628,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33616,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33616,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33616,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
142,6,33628,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33628,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33628,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33628,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33628,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,17683,8080,2,0,0,1,10.0.0.8,192.168.68.20,1
422,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
74,6,45364,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45364,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,57021,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,57021,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
142,6,45364,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45364,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45364,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45364,8000,20,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45368,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45368,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45368,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45368,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45368,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
74,6,33632,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33632,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
74,6,45378,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45378,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,49024,8080,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,13601,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
142,6,45378,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,13601,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45378,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45378,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
482,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45378,8000,20,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45380,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45380,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45380,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45380,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45386,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45386,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
171,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
142,6,33632,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33632,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33640,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33640,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
142,6,33640,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33640,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33650,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33650,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
142,6,33650,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33650,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,33666,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33666,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,45380,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45380,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45380,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,33632,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33632,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33632,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33640,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33640,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33640,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33650,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33650,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,33650,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
142,6,45386,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45386,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45386,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45386,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45386,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
142,6,33666,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33666,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33666,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
74,6,33680,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33680,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
142,6,33680,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33680,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33680,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,15316,80,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,45394,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45394,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45394,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45394,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45400,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45400,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45400,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45400,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45416,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45416,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,45394,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45394,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45394,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
248,17,0,0,0,0,0,0,10.0.0.2,192.168.68.20,1
142,6,45416,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45416,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45432,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45432,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45432,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45432,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
74,6,45440,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
60,6,45440,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
142,6,45440,8000,24,1,1,0,10.0.0.2,192.168.68.20,1
60,6,45440,8000,17,1,0,0,10.0.0.2,192.168.68.20,1
60,6,12207,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,12207,8000,4,0,0,0,10.0.0.8,192.168.68.20,1
60,6,45400,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45400,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45400,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45416,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45416,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45416,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
277,17,0,0,0,0,0,0,10.0.0.8,192.168.68.20,1
60,6,45432,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45432,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45432,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45440,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45440,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
60,6,45440,8000,4,0,0,0,10.0.0.2,192.168.68.20,1
74,6,33694,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,33694,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
142,6,33694,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,33694,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33694,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,33694,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
66,6,33694,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,27565,443,2,0,0,1,10.0.0.2,192.168.68.20,1
74,6,48068,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
60,6,48068,8000,16,1,0,0,10.0.0.17,192.168.68.20,1
74,6,49352,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,49352,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
142,6,49352,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49352,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
74,6,49358,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,49358,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
142,6,49358,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49358,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
74,6,49368,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,49368,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
142,6,48068,8000,24,1,1,0,10.0.0.17,192.168.68.20,1
142,6,49368,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49368,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
74,6,49374,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
142,6,49374,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49374,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
60,6,49374,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
74,6,49384,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,38206,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,49384,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
142,6,49384,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49384,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
60,6,38206,8000,16,1,0,0,10.0.0.12,192.168.68.20,1
142,6,38206,8000,24,1,1,0,10.0.0.12,192.168.68.20,1
60,6,38206,8000,17,1,0,0,10.0.0.12,192.168.68.20,1
74,6,38210,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,38210,8000,16,1,0,0,10.0.0.12,192.168.68.20,1
142,6,38210,8000,24,1,1,0,10.0.0.12,192.168.68.20,1
60,6,38210,8000,17,1,0,0,10.0.0.12,192.168.68.20,1
74,6,38220,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,38220,8000,16,1,0,0,10.0.0.12,192.168.68.20,1
60,6,48068,8000,17,1,0,0,10.0.0.17,192.168.68.20,1
74,6,48082,8000,2,0,0,1,10.0.0.17,192.168.68.20,1
60,6,48082,8000,16,1,0,0,10.0.0.17,192.168.68.20,1
74,6,56518,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
60,6,49352,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,56518,8000,16,1,0,0,10.0.0.19,192.168.68.20,1
60,6,49358,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,49358,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,49358,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,48068,8000,4,0,0,0,10.0.0.17,192.168.68.20,1
60,6,48068,8000,4,0,0,0,10.0.0.17,192.168.68.20,1
60,6,48068,8000,4,0,0,0,10.0.0.17,192.168.68.20,1
74,6,60590,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
60,6,60590,8000,16,1,0,0,10.0.0.7,192.168.68.20,1
60,6,49368,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,49374,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,49374,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,49368,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,49368,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,49374,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
74,6,46388,8000,2,0,0,1,10.0.0.6,192.168.68.20,1
142,6,38220,8000,24,1,1,0,10.0.0.12,192.168.68.20,1
60,6,38220,8000,17,1,0,0,10.0.0.12,192.168.68.20,1
74,6,38234,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
187,17,0,0,0,0,0,0,10.0.0.20,192.168.68.20,1
60,6,46388,8000,16,1,0,0,10.0.0.6,192.168.68.20,1
60,6,38234,8000,16,1,0,0,10.0.0.12,192.168.68.20,1
142,6,38234,8000,24,1,1,0,10.0.0.12,192.168.68.20,1
60,6,38234,8000,17,1,0,0,10.0.0.12,192.168.68.20,1
74,6,38242,8000,2,0,0,1,10.0.0.12,192.168.68.20,1
60,6,38242,8000,16,1,0,0,10.0.0.12,192.168.68.20,1
142,6,46388,8000,24,1,1,0,10.0.0.6,192.168.68.20,1
60,6,46388,8000,17,1,0,0,10.0.0.6,192.168.68.20,1
60,6,49384,8000,4,0,0,0,10.0.0.20,192.168.68.20,1
60,6,51131,8080,2,0,0,1,10.0.0.7,192.168.68.20,1
74,6,39372,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,39372,8000,16,1,0,0,10.0.0.3,192.168.68.20,1
74,6,57322,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
60,6,57322,8000,16,1,0,0,10.0.0.14,192.168.68.20,1
60,6,38206,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
142,6,57322,8000,24,1,1,0,10.0.0.14,192.168.68.20,1
142,6,38242,8000,24,1,1,0,10.0.0.12,192.168.68.20,1
60,6,38242,8000,17,1,0,0,10.0.0.12,192.168.68.20,1
60,6,38210,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
60,6,38210,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
60,6,38210,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
312,17,0,0,0,0,0,0,10.0.0.7,192.168.68.20,1
60,6,57322,8000,17,1,0,0,10.0.0.14,192.168.68.20,1
74,6,57324,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
142,6,39372,8000,24,1,1,0,10.0.0.3,192.168.68.20,1
60,6,39372,8000,17,1,0,0,10.0.0.3,192.168.68.20,1
74,6,39374,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,57324,8000,16,1,0,0,10.0.0.14,192.168.68.20,1
60,6,39374,8000,16,1,0,0,10.0.0.3,192.168.68.20,1
142,6,60590,8000,24,1,1,0,10.0.0.7,192.168.68.20,1
60,6,60590,8000,17,1,0,0,10.0.0.7,192.168.68.20,1
142,6,56518,8000,24,1,1,0,10.0.0.19,192.168.68.20,1
74,6,37036,8000,2,0,0,1,10.0.0.4,192.168.68.20,1
60,6,37036,8000,16,1,0,0,10.0.0.4,192.168.68.20,1
74,6,60600,8000,2,0,0,1,10.0.0.7,192.168.68.20,1
142,6,57324,8000,24,1,1,0,10.0.0.14,192.168.68.20,1
60,6,57324,8000,17,1,0,0,10.0.0.14,192.168.68.20,1
74,6,57340,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
60,6,57340,8000,16,1,0,0,10.0.0.14,192.168.68.20,1
60,6,60600,8000,16,1,0,0,10.0.0.7,192.168.68.20,1
74,6,53450,8000,2,0,0,1,10.0.0.9,192.168.68.20,1
60,6,38220,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
60,6,38220,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
60,6,38220,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
60,6,53450,8000,16,1,0,0,10.0.0.9,192.168.68.20,1
74,6,59528,8000,2,0,0,1,10.0.0.13,192.168.68.20,1
60,6,59528,8000,16,1,0,0,10.0.0.13,192.168.68.20,1
60,6,53590,8080,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,49614,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
74,6,49392,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,49614,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
60,6,49392,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
60,6,56518,8000,17,1,0,0,10.0.0.19,192.168.68.20,1
142,6,49392,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49392,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
74,6,49402,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,49402,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
60,6,57322,8000,4,0,0,0,10.0.0.14,192.168.68.20,1
60,6,57322,8000,4,0,0,0,10.0.0.14,192.168.68.20,1
60,6,57322,8000,4,0,0,0,10.0.0.14,192.168.68.20,1
142,6,57340,8000,24,1,1,0,10.0.0.14,192.168.68.20,1
60,6,57340,8000,17,1,0,0,10.0.0.14,192.168.68.20,1
74,6,57348,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
60,6,57348,8000,16,1,0,0,10.0.0.14,192.168.68.20,1
142,6,39374,8000,24,1,1,0,10.0.0.3,192.168.68.20,1
60,6,39374,8000,17,1,0,0,10.0.0.3,192.168.68.20,1
74,6,39376,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
142,6,49402,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49402,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
74,6,49408,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
74,6,36960,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,39376,8000,16,1,0,0,10.0.0.3,192.168.68.20,1
74,6,50530,8000,2,0,0,1,10.0.0.5,192.168.68.20,1
60,6,49408,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
60,6,36960,8000,16,1,0,0,10.0.0.16,192.168.68.20,1
60,6,50530,8000,16,1,0,0,10.0.0.5,192.168.68.20,1
142,6,39376,8000,24,1,1,0,10.0.0.3,192.168.68.20,1
60,6,39376,8000,17,1,0,0,10.0.0.3,192.168.68.20,1
74,6,39386,8000,2,0,0,1,10.0.0.3,192.168.68.20,1
60,6,39386,8000,16,1,0,0,10.0.0.3,192.168.68.20,1
142,6,48082,8000,24,1,1,0,10.0.0.17,192.168.68.20,1
60,6,57324,8000,4,0,0,0,10.0.0.14,192.168.68.20,1
142,6,36960,8000,24,1,1,0,10.0.0.16,192.168.68.20,1
60,6,36960,8000,17,1,0,0,10.0.0.16,192.168.68.20,1
60,6,57324,8000,4,0,0,0,10.0.0.14,192.168.68.20,1
60,6,57324,8000,4,0,0,0,10.0.0.14,192.168.68.20,1
74,6,36974,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
142,6,57348,8000,24,1,1,0,10.0.0.14,192.168.68.20,1
60,6,57348,8000,17,1,0,0,10.0.0.14,192.168.68.20,1
74,6,57362,8000,2,0,0,1,10.0.0.14,192.168.68.20,1
74,6,37138,8000,2,0,0,1,10.0.0.18,192.168.68.20,1
142,6,49614,8000,24,1,1,0,10.0.0.8,192.168.68.20,1
60,6,49614,8000,17,1,0,0,10.0.0.8,192.168.68.20,1
74,6,49618,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,38242,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
74,6,57918,8000,2,0,0,1,10.0.0.1,192.168.68.20,1
60,6,38234,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
60,6,38234,8000,4,0,0,0,10.0.0.12,192.168.68.20,1
60,6,57918,8000,16,1,0,0,10.0.0.1,192.168.68.20,1
60,6,46388,8000,4,0,0,0,10.0.0.6,192.168.68.20,1
74,6,49624,8000,2,0,0,1,10.0.0.8,192.168.68.20,1
60,6,49624,8000,16,1,0,0,10.0.0.8,192.168.68.20,1
74,6,36982,8000,2,0,0,1,10.0.0.16,192.168.68.20,1
60,6,36982,8000,16,1,0,0,10.0.0.16,192.168.68.20,1
142,6,49408,8000,24,1,1,0,10.0.0.20,192.168.68.20,1
60,6,49408,8000,17,1,0,0,10.0.0.20,192.168.68.20,1
74,6,49414,8000,2,0,0,1,10.0.0.20,192.168.68.20,1
60,6,49414,8000,16,1,0,0,10.0.0.20,192.168.68.20,1
60,6,56518,8000,4,0,0,0,10.0.0.19,192.168.68.20,1
74,6,37012,8000,2,0,0,1,10.0.0.2,192.168.68.20,1
523,17,0,0,0,0,0,0,10.0.0.20,192.168.68.20,1
60,6,37012,8000,16,1,0,0,10.0.0.2,192.168.68.20,1
60,6,39372,8000,4,0,0,0,10.0.0.3,192.168.68.20,1
60,6,9636,443,2,0,0,1,10.0.0.7,192.168.68.20,1
74,6,56524,8000,2,0,0,1,10.0.0.19,192.168.68.20,1
